,Season,Season Encoding,Date,YearOfSeason,YearOfSeason Encoding,HomeTeam,HomeTeam Encoding,AwayTeam,AwayTeam Encoding,FTHG,FTAG,FTR,FTR Encoding,HTHG,HTAG,HTR,Referee,Referee Encoding,Fouls Called Per Game,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
1308,Winter,1,13/12/2017,2017/18,4,Tottenham,25,Brighton,3,2.0,0.0,H,0,1.0,0.0,H,R Madley,18,13.0,25.0,7.0,8.0,4.0,5.0,10.0,10.0,2.0,1.0,1.0,0.0,0.0
1309,Winter,1,13/12/2017,2017/18,4,West Ham,28,Arsenal,0,0.0,0.0,D,2,0.0,0.0,D,J Moss,27,14.0,6.0,22.0,0.0,3.0,9.0,9.0,1.0,7.0,1.0,0.0,0.0,0.0
1310,Winter,1,16/12/2017,2017/18,4,Arsenal,0,Newcastle,17,1.0,0.0,H,0,1.0,0.0,H,S Attwell,11,14.0,23.0,10.0,5.0,2.0,13.0,9.0,7.0,5.0,2.0,1.0,0.0,0.0
1311,Winter,1,16/12/2017,2017/18,4,Brighton,3,Burnley,-1,0.0,0.0,D,2,0.0,0.0,D,C Kavanagh,7,14.0,12.0,11.0,2.0,6.0,13.0,13.0,8.0,2.0,4.0,2.0,0.0,0.0
1312,Winter,1,16/12/2017,2017/18,4,Chelsea,5,Southampton,21,1.0,0.0,H,0,1.0,0.0,H,R East,26,14.0,24.0,6.0,8.0,2.0,8.0,16.0,8.0,4.0,1.0,3.0,0.0,0.0
1313,Winter,1,16/12/2017,2017/18,4,Leicester,12,Crystal Palace,6,0.0,3.0,A,1,0.0,2.0,A,M Atkinson,16,13.0,11.0,13.0,2.0,6.0,12.0,13.0,6.0,4.0,2.0,2.0,1.0,0.0
1314,Winter,1,16/12/2017,2017/18,4,Man City,14,Tottenham,25,4.0,1.0,H,0,1.0,0.0,H,C Pawson,25,15.0,20.0,7.0,11.0,2.0,13.0,20.0,5.0,1.0,2.0,4.0,0.0,0.0
1315,Winter,1,16/12/2017,2017/18,4,Stoke,22,West Ham,28,0.0,3.0,A,1,0.0,1.0,A,G Scott,21,13.0,17.0,14.0,0.0,7.0,12.0,13.0,7.0,9.0,2.0,1.0,0.0,0.0
1316,Winter,1,16/12/2017,2017/18,4,Watford,26,Huddersfield,9,1.0,4.0,A,1,0.0,2.0,A,M Oliver,28,14.0,13.0,15.0,3.0,9.0,12.0,17.0,8.0,7.0,2.0,1.0,1.0,1.0
1317,Winter,1,17/12/2017,2017/18,4,Bournemouth,2,Liverpool,13,0.0,4.0,A,1,0.0,3.0,A,A Marriner,14,13.0,6.0,21.0,2.0,7.0,5.0,10.0,2.0,3.0,1.0,1.0,0.0,0.0
1318,Winter,1,17/12/2017,2017/18,4,West Brom,27,Man United,15,1.0,2.0,A,1,0.0,2.0,A,A Taylor,10,15.0,12.0,8.0,5.0,3.0,14.0,7.0,6.0,3.0,1.0,3.0,0.0,0.0
1319,Winter,1,18/12/2017,2017/18,4,Everton,7,Swansea,24,3.0,1.0,H,0,1.0,1.0,D,J Moss,27,14.0,12.0,8.0,7.0,3.0,12.0,12.0,6.0,3.0,2.0,3.0,0.0,0.0
1320,Winter,1,22/12/2017,2017/18,4,Arsenal,0,Liverpool,13,3.0,3.0,D,2,0.0,1.0,A,M Atkinson,16,13.0,11.0,14.0,4.0,9.0,9.0,11.0,7.0,8.0,1.0,0.0,0.0,0.0
1321,Winter,1,23/12/2017,2017/18,4,Brighton,3,Watford,26,1.0,0.0,H,0,0.0,0.0,D,P Tierney,5,15.0,14.0,13.0,3.0,1.0,8.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0
1322,Winter,1,23/12/2017,2017/18,4,Burnley,-1,Tottenham,25,0.0,3.0,A,1,0.0,1.0,A,M Oliver,28,14.0,5.0,18.0,2.0,8.0,10.0,10.0,4.0,4.0,1.0,2.0,0.0,0.0
1323,Winter,1,23/12/2017,2017/18,4,Everton,7,Chelsea,5,0.0,0.0,D,2,0.0,0.0,D,R Madley,18,13.0,5.0,25.0,0.0,8.0,8.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0
1324,Winter,1,23/12/2017,2017/18,4,Leicester,12,Man United,15,2.0,2.0,D,2,1.0,1.0,D,J Moss,27,14.0,11.0,19.0,3.0,6.0,19.0,8.0,4.0,6.0,2.0,2.0,1.0,0.0
1325,Winter,1,23/12/2017,2017/18,4,Man City,14,Bournemouth,2,4.0,0.0,H,0,1.0,0.0,H,M Jones,24,15.0,14.0,5.0,5.0,1.0,8.0,7.0,4.0,6.0,0.0,1.0,0.0,0.0
1326,Winter,1,23/12/2017,2017/18,4,Southampton,21,Huddersfield,9,1.0,1.0,D,2,1.0,0.0,H,L Probert,15,13.0,12.0,10.0,6.0,3.0,16.0,9.0,9.0,1.0,2.0,1.0,0.0,0.0
1327,Winter,1,23/12/2017,2017/18,4,Stoke,22,West Brom,27,3.0,1.0,H,0,2.0,0.0,H,N Swarbrick,1,13.0,9.0,17.0,5.0,7.0,9.0,11.0,1.0,11.0,1.0,0.0,0.0,0.0
1328,Winter,1,23/12/2017,2017/18,4,Swansea,24,Crystal Palace,6,1.0,1.0,D,2,0.0,0.0,D,C Pawson,25,15.0,7.0,13.0,2.0,5.0,13.0,11.0,6.0,3.0,2.0,3.0,0.0,0.0
1329,Winter,1,23/12/2017,2017/18,4,West Ham,28,Newcastle,17,2.0,3.0,A,1,1.0,1.0,D,L Mason,4,14.0,19.0,11.0,6.0,4.0,9.0,12.0,6.0,3.0,1.0,1.0,0.0,0.0
1330,Winter,1,26/12/2017,2017/18,4,Bournemouth,2,West Ham,28,3.0,3.0,D,2,1.0,1.0,D,S Attwell,11,14.0,26.0,10.0,10.0,5.0,12.0,14.0,7.0,4.0,3.0,4.0,0.0,0.0
1331,Winter,1,26/12/2017,2017/18,4,Chelsea,5,Brighton,3,2.0,0.0,H,0,0.0,0.0,D,M Dean,23,14.0,25.0,8.0,8.0,1.0,8.0,8.0,13.0,1.0,0.0,1.0,0.0,0.0
1332,Winter,1,26/12/2017,2017/18,4,Huddersfield,9,Stoke,22,1.0,1.0,D,2,1.0,0.0,H,A Taylor,10,15.0,18.0,15.0,8.0,7.0,9.0,12.0,8.0,5.0,2.0,4.0,0.0,0.0
1333,Winter,1,26/12/2017,2017/18,4,Liverpool,13,Swansea,24,5.0,0.0,H,0,1.0,0.0,H,K Friend,19,14.0,22.0,7.0,9.0,4.0,5.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0
1334,Winter,1,26/12/2017,2017/18,4,Man United,15,Burnley,-1,2.0,2.0,D,2,0.0,2.0,A,M Atkinson,16,13.0,23.0,3.0,6.0,2.0,10.0,14.0,12.0,2.0,3.0,7.0,0.0,0.0
1335,Winter,1,26/12/2017,2017/18,4,Tottenham,25,Southampton,21,5.0,2.0,H,0,2.0,0.0,H,G Scott,21,13.0,16.0,16.0,7.0,6.0,8.0,15.0,3.0,8.0,0.0,2.0,0.0,0.0
1336,Winter,1,26/12/2017,2017/18,4,Watford,26,Leicester,12,2.0,1.0,H,0,1.0,1.0,D,C Kavanagh,7,14.0,11.0,11.0,1.0,5.0,7.0,13.0,8.0,8.0,3.0,3.0,0.0,0.0
1337,Winter,1,26/12/2017,2017/18,4,West Brom,27,Everton,7,0.0,0.0,D,2,0.0,0.0,D,R East,26,14.0,17.0,7.0,3.0,3.0,14.0,13.0,10.0,2.0,2.0,0.0,0.0,0.0
1338,Winter,1,27/12/2017,2017/18,4,Newcastle,17,Man City,14,0.0,1.0,A,1,0.0,1.0,A,A Marriner,14,13.0,6.0,22.0,2.0,6.0,11.0,6.0,3.0,8.0,1.0,0.0,0.0,0.0
1339,Winter,1,28/12/2017,2017/18,4,Crystal Palace,6,Arsenal,0,2.0,3.0,A,1,0.0,1.0,A,M Oliver,28,14.0,16.0,16.0,2.0,9.0,12.0,7.0,5.0,4.0,0.0,1.0,0.0,0.0
1340,Winter,1,30/12/2017,2017/18,4,Bournemouth,2,Everton,7,2.0,1.0,H,0,1.0,0.0,H,L Probert,15,13.0,19.0,6.0,7.0,1.0,8.0,13.0,4.0,4.0,0.0,0.0,0.0,0.0
1341,Winter,1,30/12/2017,2017/18,4,Chelsea,5,Stoke,22,5.0,0.0,H,0,3.0,0.0,H,K Friend,19,14.0,21.0,1.0,12.0,1.0,5.0,10.0,7.0,0.0,1.0,1.0,0.0,0.0
1342,Winter,1,30/12/2017,2017/18,4,Huddersfield,9,Burnley,-1,0.0,0.0,D,2,0.0,0.0,D,P Tierney,5,15.0,3.0,11.0,1.0,4.0,14.0,14.0,5.0,4.0,2.0,1.0,0.0,0.0
1343,Winter,1,30/12/2017,2017/18,4,Liverpool,13,Leicester,12,2.0,1.0,H,0,0.0,1.0,A,N Swarbrick,1,13.0,17.0,7.0,6.0,1.0,7.0,3.0,7.0,1.0,3.0,2.0,0.0,0.0
1344,Winter,1,30/12/2017,2017/18,4,Man United,15,Southampton,21,0.0,0.0,D,2,0.0,0.0,D,C Pawson,25,15.0,15.0,8.0,3.0,3.0,12.0,13.0,10.0,7.0,2.0,4.0,0.0,0.0
1345,Winter,1,30/12/2017,2017/18,4,Newcastle,17,Brighton,3,0.0,0.0,D,2,0.0,0.0,D,A Taylor,10,15.0,11.0,10.0,2.0,3.0,11.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0
1346,Winter,1,30/12/2017,2017/18,4,Watford,26,Swansea,24,1.0,2.0,A,1,1.0,0.0,H,M Atkinson,16,13.0,9.0,9.0,4.0,4.0,14.0,13.0,1.0,8.0,4.0,2.0,0.0,0.0
1347,Winter,1,31/12/2017,2017/18,4,Crystal Palace,6,Man City,14,0.0,0.0,D,2,0.0,0.0,D,J Moss,27,14.0,10.0,15.0,1.0,4.0,14.0,11.0,7.0,8.0,5.0,4.0,0.0,0.0
1348,Winter,1,31/12/2017,2017/18,4,West Brom,27,Arsenal,0,1.0,1.0,D,2,0.0,0.0,D,M Dean,23,14.0,14.0,14.0,3.0,4.0,14.0,9.0,5.0,6.0,3.0,3.0,0.0,0.0
1349,Winter,1,01/01/2018,2017/18,4,Brighton,3,Bournemouth,2,2.0,2.0,D,2,1.0,1.0,D,M Oliver,28,14.0,15.0,26.0,6.0,8.0,13.0,9.0,5.0,12.0,2.0,1.0,0.0,0.0
1350,Winter,1,01/01/2018,2017/18,4,Burnley,-1,Liverpool,13,1.0,2.0,A,1,0.0,0.0,D,R East,26,14.0,13.0,19.0,4.0,5.0,4.0,12.0,3.0,9.0,0.0,0.0,0.0,0.0
1351,Winter,1,01/01/2018,2017/18,4,Everton,7,Man United,15,0.0,2.0,A,1,0.0,0.0,D,A Marriner,14,13.0,12.0,21.0,0.0,6.0,11.0,10.0,6.0,6.0,2.0,0.0,0.0,0.0
1352,Winter,1,01/01/2018,2017/18,4,Leicester,12,Huddersfield,9,3.0,0.0,H,0,0.0,0.0,D,G Scott,21,13.0,11.0,6.0,5.0,1.0,7.0,9.0,4.0,1.0,1.0,1.0,0.0,0.0
1353,Winter,1,01/01/2018,2017/18,4,Stoke,22,Newcastle,17,0.0,1.0,A,1,0.0,0.0,D,C Kavanagh,7,14.0,11.0,14.0,4.0,6.0,10.0,11.0,10.0,5.0,3.0,1.0,0.0,0.0
1354,Winter,1,02/01/2018,2017/18,4,Man City,14,Watford,26,3.0,1.0,H,0,2.0,0.0,H,L Mason,4,14.0,17.0,7.0,7.0,4.0,8.0,12.0,9.0,1.0,1.0,1.0,0.0,0.0
1355,Winter,1,02/01/2018,2017/18,4,Southampton,21,Crystal Palace,6,1.0,2.0,A,1,1.0,0.0,H,S Attwell,11,14.0,10.0,11.0,3.0,4.0,8.0,11.0,4.0,7.0,0.0,1.0,0.0,0.0
1356,Winter,1,02/01/2018,2017/18,4,Swansea,24,Tottenham,25,0.0,2.0,A,1,0.0,1.0,A,R Madley,18,13.0,8.0,12.0,1.0,5.0,12.0,9.0,6.0,5.0,2.0,2.0,0.0,0.0
1357,Winter,1,02/01/2018,2017/18,4,West Ham,28,West Brom,27,2.0,1.0,H,0,0.0,1.0,A,M Jones,24,15.0,13.0,10.0,5.0,3.0,12.0,12.0,3.0,4.0,3.0,2.0,0.0,0.0
1358,Winter,1,03/01/2018,2017/18,4,Arsenal,0,Chelsea,5,2.0,2.0,D,2,0.0,0.0,D,A Taylor,10,15.0,14.0,19.0,6.0,6.0,11.0,11.0,10.0,8.0,3.0,2.0,0.0,0.0
1359,Winter,1,04/01/2018,2017/18,4,Tottenham,25,West Ham,28,1.0,1.0,D,2,0.0,0.0,D,M Dean,23,14.0,31.0,3.0,8.0,1.0,10.0,6.0,7.0,1.0,0.0,2.0,0.0,0.0
1360,Winter,1,13/01/2018,2017/18,4,Chelsea,5,Leicester,12,0.0,0.0,D,2,0.0,0.0,D,M Jones,24,15.0,17.0,14.0,7.0,1.0,14.0,13.0,6.0,3.0,2.0,2.0,0.0,1.0
1361,Winter,1,13/01/2018,2017/18,4,Crystal Palace,6,Burnley,-1,1.0,0.0,H,0,1.0,0.0,H,M Oliver,28,14.0,17.0,8.0,2.0,2.0,16.0,10.0,3.0,2.0,0.0,3.0,0.0,0.0
1362,Winter,1,13/01/2018,2017/18,4,Huddersfield,9,West Ham,28,1.0,4.0,A,1,1.0,1.0,D,J Moss,27,14.0,8.0,8.0,2.0,6.0,7.0,9.0,7.0,3.0,1.0,1.0,0.0,0.0
1363,Winter,1,13/01/2018,2017/18,4,Newcastle,17,Swansea,24,1.0,1.0,D,2,0.0,0.0,D,G Scott,21,13.0,12.0,8.0,4.0,5.0,11.0,10.0,4.0,5.0,0.0,3.0,0.0,0.0
1364,Winter,1,13/01/2018,2017/18,4,Tottenham,25,Everton,7,4.0,0.0,H,0,1.0,0.0,H,C Pawson,25,15.0,20.0,7.0,10.0,0.0,11.0,15.0,3.0,3.0,0.0,2.0,0.0,0.0
1365,Winter,1,13/01/2018,2017/18,4,Watford,26,Southampton,21,2.0,2.0,D,2,0.0,2.0,A,R East,26,14.0,16.0,10.0,4.0,4.0,11.0,13.0,5.0,4.0,0.0,5.0,0.0,0.0
1366,Winter,1,13/01/2018,2017/18,4,West Brom,27,Brighton,3,2.0,0.0,H,0,1.0,0.0,H,M Atkinson,16,13.0,15.0,13.0,4.0,1.0,8.0,15.0,9.0,6.0,0.0,0.0,0.0,0.0
1367,Winter,1,14/01/2018,2017/18,4,Bournemouth,2,Arsenal,0,2.0,1.0,H,0,0.0,0.0,D,K Friend,19,14.0,13.0,12.0,5.0,3.0,8.0,10.0,4.0,5.0,2.0,2.0,0.0,0.0
1368,Winter,1,14/01/2018,2017/18,4,Liverpool,13,Man City,14,4.0,3.0,H,0,1.0,1.0,D,A Marriner,14,13.0,16.0,11.0,7.0,4.0,10.0,7.0,5.0,6.0,2.0,3.0,0.0,0.0
1369,Winter,1,15/01/2018,2017/18,4,Man United,15,Stoke,22,3.0,0.0,H,0,2.0,0.0,H,A Taylor,10,15.0,20.0,11.0,9.0,5.0,14.0,10.0,6.0,1.0,2.0,1.0,0.0,0.0
1370,Winter,1,20/01/2018,2017/18,4,Arsenal,0,Crystal Palace,6,4.0,1.0,H,0,4.0,0.0,H,C Kavanagh,7,14.0,16.0,9.0,10.0,5.0,6.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0
1371,Winter,1,20/01/2018,2017/18,4,Brighton,3,Chelsea,5,0.0,4.0,A,1,0.0,2.0,A,J Moss,27,14.0,10.0,14.0,3.0,10.0,12.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0
1372,Winter,1,20/01/2018,2017/18,4,Burnley,-1,Man United,15,0.0,1.0,A,1,0.0,0.0,D,M Dean,23,14.0,13.0,12.0,2.0,2.0,7.0,12.0,5.0,4.0,3.0,3.0,0.0,0.0
1373,Winter,1,20/01/2018,2017/18,4,Everton,7,West Brom,27,1.0,1.0,D,2,0.0,1.0,A,S Attwell,11,14.0,9.0,15.0,4.0,5.0,15.0,10.0,0.0,3.0,2.0,1.0,0.0,0.0
1374,Winter,1,20/01/2018,2017/18,4,Leicester,12,Watford,26,2.0,0.0,H,0,1.0,0.0,H,L Probert,15,13.0,9.0,11.0,5.0,3.0,11.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0
1375,Winter,1,20/01/2018,2017/18,4,Man City,14,Newcastle,17,3.0,1.0,H,0,1.0,0.0,H,P Tierney,5,15.0,21.0,6.0,9.0,4.0,5.0,10.0,18.0,0.0,0.0,1.0,0.0,0.0
1376,Winter,1,20/01/2018,2017/18,4,Stoke,22,Huddersfield,9,2.0,0.0,H,0,0.0,0.0,D,M Oliver,28,14.0,11.0,6.0,6.0,3.0,18.0,13.0,3.0,2.0,1.0,1.0,0.0,0.0
1377,Winter,1,20/01/2018,2017/18,4,West Ham,28,Bournemouth,2,1.0,1.0,D,2,0.0,0.0,D,M Atkinson,16,13.0,12.0,8.0,4.0,3.0,8.0,7.0,6.0,3.0,3.0,1.0,0.0,0.0
1378,Winter,1,21/01/2018,2017/18,4,Southampton,21,Tottenham,25,1.0,1.0,D,2,1.0,1.0,D,K Friend,19,14.0,10.0,17.0,4.0,2.0,8.0,15.0,2.0,9.0,2.0,3.0,0.0,0.0
1379,Winter,1,22/01/2018,2017/18,4,Swansea,24,Liverpool,13,1.0,0.0,H,0,1.0,0.0,H,N Swarbrick,1,13.0,3.0,21.0,2.0,4.0,5.0,9.0,3.0,9.0,0.0,2.0,0.0,0.0
1380,Winter,1,30/01/2018,2017/18,4,Huddersfield,9,Liverpool,13,0.0,3.0,A,1,0.0,2.0,A,K Friend,19,14.0,5.0,14.0,1.0,7.0,8.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0
1381,Winter,1,30/01/2018,2017/18,4,Swansea,24,Arsenal,0,3.0,1.0,H,0,1.0,1.0,D,L Mason,4,14.0,12.0,9.0,4.0,4.0,4.0,8.0,4.0,3.0,0.0,3.0,0.0,0.0
1382,Winter,1,30/01/2018,2017/18,4,West Ham,28,Crystal Palace,6,1.0,1.0,D,2,1.0,1.0,D,N Swarbrick,1,13.0,8.0,9.0,3.0,3.0,11.0,15.0,5.0,3.0,1.0,3.0,0.0,0.0
1383,Winter,1,31/01/2018,2017/18,4,Chelsea,5,Bournemouth,2,0.0,3.0,A,1,0.0,0.0,D,L Probert,15,13.0,21.0,11.0,5.0,5.0,5.0,12.0,8.0,5.0,1.0,0.0,0.0,0.0
1384,Winter,1,31/01/2018,2017/18,4,Everton,7,Leicester,12,2.0,1.0,H,0,2.0,0.0,H,C Kavanagh,7,14.0,9.0,8.0,4.0,1.0,9.0,10.0,5.0,5.0,0.0,2.0,0.0,0.0
1385,Winter,1,31/01/2018,2017/18,4,Man City,14,West Brom,27,3.0,0.0,H,0,1.0,0.0,H,R Madley,18,13.0,19.0,3.0,10.0,1.0,10.0,10.0,9.0,1.0,1.0,3.0,0.0,0.0
1386,Winter,1,31/01/2018,2017/18,4,Newcastle,17,Burnley,-1,1.0,1.0,D,2,0.0,0.0,D,S Hooper,0,14.0,14.0,11.0,4.0,2.0,15.0,15.0,7.0,4.0,1.0,2.0,0.0,0.0
1387,Winter,1,31/01/2018,2017/18,4,Southampton,21,Brighton,3,1.0,1.0,D,2,0.0,1.0,A,M Dean,23,14.0,18.0,9.0,3.0,2.0,8.0,10.0,7.0,2.0,3.0,1.0,0.0,0.0
1388,Winter,1,31/01/2018,2017/18,4,Stoke,22,Watford,26,0.0,0.0,D,2,0.0,0.0,D,J Moss,27,14.0,11.0,12.0,4.0,2.0,12.0,12.0,2.0,6.0,4.0,3.0,0.0,0.0
1389,Winter,1,31/01/2018,2017/18,4,Tottenham,25,Man United,15,2.0,0.0,H,0,2.0,0.0,H,A Marriner,14,13.0,22.0,6.0,6.0,3.0,10.0,13.0,6.0,3.0,2.0,2.0,0.0,0.0
1390,Winter,1,03/02/2018,2017/18,4,Arsenal,0,Everton,7,5.0,1.0,H,0,4.0,0.0,H,N Swarbrick,1,13.0,15.0,11.0,7.0,2.0,8.0,8.0,4.0,6.0,2.0,0.0,0.0,0.0
1391,Winter,1,03/02/2018,2017/18,4,Bournemouth,2,Stoke,22,2.0,1.0,H,0,0.0,1.0,A,P Tierney,5,15.0,15.0,13.0,8.0,4.0,14.0,19.0,8.0,1.0,2.0,3.0,0.0,0.0
1392,Winter,1,03/02/2018,2017/18,4,Brighton,3,West Ham,28,3.0,1.0,H,0,1.0,1.0,D,R East,26,14.0,21.0,4.0,5.0,1.0,11.0,7.0,4.0,1.0,3.0,1.0,0.0,0.0
1393,Winter,1,03/02/2018,2017/18,4,Burnley,-1,Man City,14,1.0,1.0,D,2,0.0,1.0,A,M Atkinson,16,13.0,8.0,20.0,3.0,7.0,9.0,6.0,3.0,13.0,4.0,1.0,0.0,0.0
1394,Winter,1,03/02/2018,2017/18,4,Leicester,12,Swansea,24,1.0,1.0,D,2,1.0,0.0,H,A Taylor,10,15.0,13.0,3.0,5.0,1.0,9.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0
1395,Winter,1,03/02/2018,2017/18,4,Man United,15,Huddersfield,9,2.0,0.0,H,0,0.0,0.0,D,S Attwell,11,14.0,16.0,4.0,7.0,0.0,5.0,19.0,5.0,2.0,2.0,4.0,0.0,0.0
1396,Winter,1,03/02/2018,2017/18,4,West Brom,27,Southampton,21,2.0,3.0,A,1,1.0,2.0,A,M Oliver,28,14.0,9.0,13.0,3.0,5.0,12.0,10.0,5.0,7.0,2.0,1.0,0.0,0.0
1397,Winter,1,04/02/2018,2017/18,4,Crystal Palace,6,Newcastle,17,1.0,1.0,D,2,0.0,1.0,A,A Marriner,14,13.0,21.0,11.0,6.0,8.0,11.0,8.0,5.0,6.0,1.0,1.0,0.0,0.0
1398,Winter,1,04/02/2018,2017/18,4,Liverpool,13,Tottenham,25,2.0,2.0,D,2,1.0,0.0,H,J Moss,27,14.0,9.0,13.0,3.0,6.0,15.0,9.0,3.0,7.0,3.0,1.0,0.0,0.0
1399,Winter,1,05/02/2018,2017/18,4,Watford,26,Chelsea,5,4.0,1.0,H,0,1.0,0.0,H,M Dean,23,14.0,21.0,7.0,8.0,3.0,11.0,8.0,6.0,2.0,2.0,2.0,0.0,1.0
1400,Winter,1,10/02/2018,2018/19,3,Everton,7,Crystal Palace,6,3.0,1.0,H,0,0.0,0.0,D,J Moss,27,14.0,11.0,16.0,5.0,4.0,14.0,15.0,8.0,7.0,1.0,1.0,0.0,0.0
1401,Winter,1,10/02/2018,2018/19,3,Man City,14,Leicester,12,5.0,1.0,H,0,1.0,1.0,D,M Jones,24,15.0,19.0,2.0,11.0,2.0,10.0,12.0,8.0,2.0,2.0,3.0,0.0,0.0
1402,Winter,1,10/02/2018,2018/19,3,Stoke,22,Brighton,3,1.0,1.0,D,2,0.0,1.0,A,R Madley,18,13.0,15.0,14.0,3.0,6.0,6.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0
1403,Winter,1,10/02/2018,2018/19,3,Swansea,24,Burnley,-1,1.0,0.0,H,0,0.0,0.0,D,A Marriner,14,13.0,12.0,13.0,4.0,1.0,10.0,9.0,5.0,2.0,2.0,1.0,0.0,0.0
1404,Winter,1,10/02/2018,2018/19,3,Tottenham,25,Arsenal,0,1.0,0.0,H,0,0.0,0.0,D,A Taylor,10,15.0,18.0,6.0,6.0,1.0,13.0,9.0,10.0,2.0,2.0,1.0,0.0,0.0
1405,Winter,1,10/02/2018,2018/19,3,West Ham,28,Watford,26,2.0,0.0,H,0,1.0,0.0,H,G Scott,21,13.0,8.0,11.0,4.0,4.0,11.0,7.0,8.0,7.0,1.0,1.0,0.0,0.0
1406,Winter,1,11/02/2018,2018/19,3,Huddersfield,9,Bournemouth,2,4.0,1.0,H,0,2.0,1.0,H,M Oliver,28,14.0,15.0,7.0,4.0,2.0,12.0,12.0,2.0,6.0,0.0,3.0,0.0,0.0
1407,Winter,1,11/02/2018,2018/19,3,Newcastle,17,Man United,15,1.0,0.0,H,0,0.0,0.0,D,C Pawson,25,15.0,10.0,13.0,3.0,6.0,12.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0
1408,Winter,1,11/02/2018,2018/19,3,Southampton,21,Liverpool,13,0.0,2.0,A,1,0.0,2.0,A,M Atkinson,16,13.0,6.0,16.0,4.0,4.0,5.0,8.0,3.0,1.0,1.0,2.0,0.0,0.0
1409,Winter,1,12/02/2018,2018/19,3,Chelsea,5,West Brom,27,3.0,0.0,H,0,1.0,0.0,H,L Mason,4,14.0,20.0,8.0,8.0,1.0,11.0,11.0,8.0,7.0,0.0,2.0,0.0,0.0
1410,Winter,1,24/02/2018,2017/18,4,Bournemouth,2,Newcastle,17,2.0,2.0,D,2,0.0,2.0,A,R East,26,14.0,18.0,15.0,5.0,4.0,12.0,10.0,8.0,1.0,1.0,4.0,0.0,0.0
1411,Winter,1,24/02/2018,2017/18,4,Brighton,3,Swansea,24,4.0,1.0,H,0,1.0,0.0,H,M Dean,23,14.0,16.0,11.0,5.0,1.0,17.0,6.0,3.0,5.0,1.0,0.0,0.0,0.0
1412,Winter,1,24/02/2018,2017/18,4,Burnley,-1,Southampton,21,1.0,1.0,D,2,0.0,0.0,D,R Madley,18,13.0,9.0,13.0,3.0,6.0,8.0,14.0,7.0,5.0,1.0,0.0,0.0,0.0
1413,Winter,1,24/02/2018,2017/18,4,Leicester,12,Stoke,22,1.0,1.0,D,2,0.0,1.0,A,M Oliver,28,14.0,19.0,6.0,9.0,2.0,10.0,16.0,13.0,1.0,1.0,3.0,0.0,0.0
1414,Winter,1,24/02/2018,2017/18,4,Liverpool,13,West Ham,28,4.0,1.0,H,0,1.0,0.0,H,S Attwell,11,14.0,21.0,7.0,12.0,4.0,7.0,7.0,8.0,2.0,0.0,2.0,0.0,0.0
1415,Winter,1,24/02/2018,2017/18,4,Watford,26,Everton,7,1.0,0.0,H,0,0.0,0.0,D,A Taylor,10,15.0,13.0,7.0,5.0,2.0,10.0,9.0,6.0,5.0,3.0,1.0,0.0,0.0
1416,Winter,1,24/02/2018,2017/18,4,West Brom,27,Huddersfield,9,1.0,2.0,A,1,0.0,0.0,D,J Moss,27,14.0,10.0,16.0,3.0,7.0,11.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0
1417,Winter,1,25/02/2018,2017/18,4,Crystal Palace,6,Tottenham,25,0.0,1.0,A,1,0.0,0.0,D,K Friend,19,14.0,5.0,14.0,3.0,4.0,12.0,5.0,2.0,13.0,0.0,1.0,0.0,0.0
1418,Winter,1,25/02/2018,2017/18,4,Man United,15,Chelsea,5,2.0,1.0,H,0,1.0,1.0,D,M Atkinson,16,13.0,10.0,14.0,5.0,7.0,13.0,12.0,3.0,4.0,2.0,2.0,0.0,0.0
1419,Spring,2,01/03/2018,2017/18,4,Arsenal,0,Man City,14,0.0,3.0,A,1,0.0,3.0,A,A Marriner,14,13.0,10.0,9.0,5.0,5.0,11.0,11.0,6.0,1.0,1.0,1.0,0.0,0.0
1420,Spring,2,03/03/2018,2017/18,4,Burnley,-1,Everton,7,2.0,1.0,H,0,0.0,1.0,A,C Kavanagh,7,14.0,21.0,10.0,8.0,4.0,9.0,12.0,10.0,4.0,1.0,1.0,0.0,1.0
1421,Spring,2,03/03/2018,2017/18,4,Leicester,12,Bournemouth,2,1.0,1.0,D,2,0.0,1.0,A,L Probert,15,13.0,23.0,8.0,4.0,3.0,11.0,7.0,13.0,1.0,2.0,1.0,0.0,0.0
1422,Spring,2,03/03/2018,2017/18,4,Liverpool,13,Newcastle,17,2.0,0.0,H,0,1.0,0.0,H,G Scott,21,13.0,14.0,7.0,3.0,2.0,7.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0
